Date,content
2017-03-08,"[중도일보] 계획인구 47만5천명, 시가화용지 22.498㎢, 시가화예정용지 23.760㎢  광주시가 신청한 ‘2030년 광주 도시기본계획 수립(안)’을 경기도가 8일 최종 승인함에 따라 지역내 주요 개발 사업이 탄력을 받을 전망이다.  ‘2030년 광주 도시기본계획’은 광주시의 미래상과 도시의 장기적 발전방안을 제시하는 법정 최상위 계획으로 공간계획 뿐 아니라 모든 계획과 정책수립의 기본방향을 제시하는 장기적인 도시발전 로드맵이다.  광주시는 이번 2030 도시기본계획안을 통해 2030년 목표 계획인구를 기존 2020 도시기본계획대비 10만7000명이 증가한 47만5000명으로 설정하고 향후 인구 50만 도시로 성장한다는 방침이다.  또, 시가화용지(시가화가 형성된 기존 개발지)2만2498㎢, 시가화예정용지(도시발전에 대비한 개발공간)는 2만3760㎢, 보전용지는 38만4732㎢로 확정했다.  도시공간구조는 기존 1도심(경안), 2부도심(오포, 곤지암), 2지역중심(신현, 퇴촌)에서 1도심(경안), 2부도심(오포, 곤지암), 5지역중심(신현, 퇴촌, 초월, 삼동, 도척)으로 개편했다. 이는 경강선 전철망 개통에 따른 역세권중심 도시공간구조 구축과 지역균형발전을 고려한 구상이다.  도시 미래상은 ‘사람과 자연이 풍요로운 도시 광주’로 설정하고 분야별 계획목표로 5대 의제(AGENDA)를 설정했다. 5대 의제는 ▲사람이 살기 좋은 도시 광주, ▲개발과 보존이 상생하는 지속가능한 도시 광주, ▲특화된 경쟁력이 있는 자족도시 광주, ▲통하는 도시 사통팔달 광주, ▲청정한 자연과 도시가 공존하는 저탄소 도시 광주 등이다.  교통계획은 제2영동고속도로(광주~원주 고속도로), 서울~세종고속도로, 제2외곽순환고속도로와 이와 연계 도로 등을 통한 광역도로망을 한층 더 강화했다. 부족한 지역 내부 교통과 지역 간 교통의 혼잡 방지를 위한 국도43호선 대체우회도로, 오포~초월 간 도로 등도 계획돼 있다.  또한, 공원계획은 4대강 사업을 통해 조성된 하천변 공원 주변지역 정비 , 경안천·곤지암천 수변공원 지정 등 공원 38개소를 조성, 1인당 공원면적을 13.5㎡까지 확보하도록 제시했다.  한편, 광주시는 당초 2030 광주도시기본계획에 계획인구를 59만3000명으로 제시했다. 이에 대해 도는 ‘제3차 수도권정비계획’ 에 설정된 경기도 목표인구를 고려해 계획인구를 47만5000명으로 조정했다.  경기도는 통계청의 추계인구와 제3차 수도권 계획 등을 고려해 시군별 인구계획을 조정해 나갈 계획이다. 이번에 승인된 2030 광주 도시기본계획은 3월중 광주시청 공보나 홈페이지를 통해 공고하여 일반인이 열람할 수 있도록 할 예정이다.  수원=강영한 기자 gnews12@"
2017-03-08,"경기도는 광주시가 신청한 '2030년 광주 도시기본계획 수립안'을 8일 최종 승인함에 따라 지역내 주요 개발 사업이 본격추진다.  '2030년 광주 도시기본계획'은 광주시의 미래상과 도시의 장기적 발전방안을 제시하는 법정 최상위 계획으로, 공간계획 뿐 아니라 모든 계획과 정책수립의 기본방향을 제시하는 장기적인 도시발전 로드맵이다.  광주시는 이번 2030 도시기본계획안을 통해 2030년 목표 계획인구를 기존 2020 도시기본계획대비 10만7000명이 증가한 47만5000명으로 설정하고, 향후 인구 50만 도시로 성장한다는 방침이다.  또 시가화용지(시가화가 형성된 기존 개발지)22.498㎢, 시가화예정용지(도시발전에 대비한 개발공간)는 23.760㎢, 보전용지는 384.732㎢로 확정했다.  도시공간구조는 기존 1도심(경안), 2부도심(오포, 곤지암), 2지역중심(신현, 퇴촌)에서 1도심(경안), 2부도심(오포, 곤지암), 5지역중심(신현, 퇴촌, 초월, 삼동, 도척)으로 개편했다.  이는 경강선 전철망 개통에 따른 역세권중심 도시공간구조 구축과 지역균형발전을 고려한 구상이다.  도시 미래상은 '사람과 자연이 풍요로운 도시 광주'로 설정하고, ▲사람이 살기 좋은 도시 광주 ▲개발과 보존이 상생하는 지속가능한 도시 광주 ▲특화된 경쟁력이 있는 자족도시 광주 ▲통하는 도시 사통팔달 광주 ▲청정한 자연과 도시가 공존하는 저탄소 도시 광주 등 5개 의제를 선정했다.  교통계획은 제2영동고속도로(광주~원주 고속도로), 서울~세종고속도로, 제2외곽순환고속도로와 이와 연계 도로 등을 통한 광역도로망을 강화했다.  이어 부족한 지역 내부 교통과 지역 간 교통의 혼잡 방지를 위한 국도43호선 대체우회도로, 오포~초월 간 도로 등도 계획돼 있다.  공원계획은 4대강 사업을 통해 조성된 하천변 공원 주변지역 정비 , 경안천·곤지암천 수변공원 지정 등 공원 38개소를 조성해 1인당 공원면적을 13.5㎡까지 확보하도록 제시했다.  이번에 승인된 2030 광주 도시기본계획은 3월 중 광주시청 공보나 홈페이지를 통해 공고하여 일반인이 열람할 수 있도록 할 예정이다.  jjang@fnnews.com 장충식 기자"
2017-03-06,"악취 풍기던 안양 박달처리장 3218억 투입 지하화… 9월 완공최근 수도권 자치단체들 사이에 하수처리장 지하화 붐이 일고 있다. 대표적인 혐오시설인 하수처리장을 지하에 설치, 주민 반발도 없애고 지상의 공간을 주민 휴식 및 체육 공간으로 활용하는 1석2조 효과 때문이다. 님비현상을 해결할 수 있는 새로운 모델로 떠오르면서 수원에 이어 안양, 용인, 과천, 시흥 등지에서 지하화하고 있다. 시작은 수원시다. 5일 수원시에 따르면 시는 10여년 전 화성시 송산동 1·2단계 수원하수종말처리장을 건설하면서 시설을 지하 6m 아래에 설치하고 이를 복개한 뒤 체육공원으로 꾸몄다. 당시 1900억원이 투입됐다. 체육공원은 19만 5108㎡ 규모로, 파3 골프장 외에도 122타석의 골프연습장과 다목적 운동장, 테니스장, 농구장, 족구장, 인라인 스케이트장 등 다양한 체육시설을 갖췄다. 하루 최대 52만t의 하수를 처리하지만 악취 등이 발생하지 않아 운동하는 데 문제없다. 처음에는 인근 주민들이 반발했지만 체육 및 휴식 공간으로 탈바꿈한 후에는 주민 쉼터로 각광받는다. 시흥시 월곶동 8만여㎡ 부지에 조성 중인 하수처리장 ‘월곶 에코피아’도 지하에 건설된다. 지상에는 야구장, 물놀이장, 족구장, 4계절 썰매장 등 체육편의시설과 공원이 들어선다. 오는 5월 개장한다. 하루 6만 8000t 처리 규모의 하수처리시설은 이중탈취시설과 공기정화시스템 등 최신 설비로 악취가 외부로 새어 나가지 않도록 해 민원 소지를 없앴다. 20년 넘게 악취를 풍기던 안양 박달하수처리장도 조만간 시민 휴식을 위한 공원으로 탈바꿈한다. 1992년부터 가동을 시작한 박달하수처리장은 하루 처리용량 30만t 규모로 안양시 전역과 군포시, 의왕시, 광명시, 과천시 일부 지역에서 발생하는 하수를 처리한다. 그러나 악취와 도시미관 저해로 인근 주민들에게는 혐오시설이었다. 박달하수처리장도 지하에 건설되며 지상에는 테니스장, 농구장, 자전거장, 피크닉장, 잔디광장 등이 설치된다. 3218억원을 투입, 오는 9월 완공 예정이다. 용인시는 포곡읍 유운리 하수처리장 ‘용인레스피아’를 지하화하고 있다. 내년 12월 완공 예정이며 처리용량은 4만 8000t에서 5만 6000t으로 늘렸다. 지상에는 체육시설과 공원이 조성된다. 정찬민 용인시장은 “레스피아 지하화는 혐오시설에 대한 패러다임을 바꿀 뿐 아니라 서부권보다 낙후된 동부권 발전과 경안천 수질 개선 등 환경개선에도 큰 도움이 될 것”이라고 말했다. 과천시도 뉴스테이 사업을 추진 중인 주암동에 처리 용량 4만t 규모의 하수처리장을 지하에 건설하려고 한다. 시는 당초 1만 2000t 규모에서 기존 과천동 하수처리장과 통합하기 위해 규모를 늘렸다. 인천시는 노후화된 연수구 승기하수처리장을 지하화하기로 최근 결정했다. 시는 가동된 지 20년이 넘은 승기하수처리장 부지에 새로운 하수처리장을 지하에 건설하면서 지상에는 공원 등을 조성할 계획이다. 김병철 기자 kbchul@seoul.co.kr"
2017-02-22,"-경안천 정비사업, 국지도98호선 공사 조속 추진 요청    [헤럴드경제=박준환(광주)기자] 조억동 광주시장은 지난 21일 서울지방국토관리청을 방문, 김진숙 청장을 만나 지역현안사업 해소 방안을 논의했다. 이 자리에서 조 시장은 수해피해 예방과 생태하천을 개선하기 위해 추진되는 ‘경안천(서하지구) 하천환경정비사업’을 우기 전 조기 완료해 줄 것과 경찰청 의경통합숙영시설(도척면 진우리) 조성에 따른 국지도98호선(도척~곤지암간) 도로 확ㆍ포장 공사의 조속한 추진을 강력히 요청했다.  특히 3번 국도의 심각한 교통체증과 관련, “성남~장호원간 자동차 전용도로의 쌍동IC 개통 이후에도 교통체증이 지속적으로 발생하고 있다”며 “이를 해소하기 위해 올해 12월 성남~장호원간 자동차 전용도로의 전면 개통에 발맞춰 곤지암~만선간(국지도98호선) 도로와 접속하는 열미IC를 개설해 줄 것”을 건의했다.  이에 김진숙 서울지방국토관리청장은 사업의 시급성에 대해 공감하며 사업추진을 위한 적극적인 검토 의사를 밝혔다.  조 시장은 “앞으로도 중앙부처 등을 지속적으로 방문하여 지역현안에 대한 공감대를 형성하고 중앙부처의 적극적인 지원을 받을 수 있도록 최선을 다해 나갈 것”이라고 말했다  pjh@heraldcorp.com"
2017-02-22,"조억동 광주시장(오른쪽 첫번째)은 21일 지역 현안사업의 해소방안 논의를 위해 서울지방국토관리청을 방문, 김진숙 청장을 만나 수해피해 예방과 생태하천을 개선하기 위해 추진되는 ‘경안천(서하지구) 하천환경정비사업’을 우기 전 조기 완료와 경찰청 의경 통합숙영시설(도척면 진우리) 조성에 따른 국지도 98호선(도척~곤지암 간) 도로 확ㆍ포장 공사 조속한 추진을 요청했다.  조 시장은 이어 3번 국도의 심각한 교통체증과 관련, “성남~장호원 간 자동차 전용도로의 쌍동IC 개통 이후에도 교통체증이 지속적으로 발생하고 있다”며 이를 해소하기 위해 성남~장호원 간 자동차 전용도로 전면 개통에 발맞춰 곤지암~만선 간(국지도 98호선) 도로와 접속하는 열미IC 개설도 건의했다.  광주시 제공"
2017-02-21,"[중도일보]  경기 조억동 광주시장은 21일 지역현안 해결을 위해 서울지방국토관리청 김진숙 청장을 만나 전반적인 사업방안등을 논의했다고 밝혔다.  이날 조 시장은 ""수해피해 예방과 생태하천‘경안천(서하지구) 하천환경정비사업’에 대해서 우기 전 조기에 완료해 줄 것과 경찰청 의경통합 숙영시설(도척면 진우리) 조성에 따른 국지도98호선(도척~곤지암간) 도로 확포장 공사를 조속하게 추진해줄 것을 적극 요청했다""고 말했다.  특히 3번 국도의 심각한 교통체증과 관련 ""성남~장호원간 자동차 전용도로의 쌍동IC 개통 이후에도 교통체증이 지속되어  이에 따른 민원이 끊이질 않는다""면서 ""올해 12월 성남~장호원간 자동차 전용도로의 전면 개통에 발 맞춰 곤지암~만선간(국지도98호선) 도로와 접속하는 열미IC 개설에 심도 있게 건의했다""고 설명했다.  이에 김진숙 서울지방국토관리청장은 ""사업의 시급성에 대해 공감한다""며 ""사업추진을 위해서 적극적인 검토를 실시하겠다""고 전했다.  한편 조 시장은""앞으로도 중앙부처 등을 지속적으로 방문하여 지역현안에 대한 공감대를 형성하고 중앙부처의 적극적인 지원을 받아내 시민들의 불편 등을 최소하 하는데 최선을 다할 것이라""고 방문 소감을 말했다.  광주=이인국 기자 kuk15@naver.com"
2017-02-19,"[중도일보] 야영장과 인근 환경프로그램 운영기관에서 환경관련 체험 프로그램 진행  경기도청소년야영장이 ‘2017 환경체험교육 즐거운 에코여행’에 참가할 청소년 단체를 모집한다.  환경체험교육 에코여행은 청소년들이 자연과 교감하며 환경보호의 중요성을 인식하고 친환경 감수성을 키우고자 마련됐다.  신청 대상은 도내 초등학생 이상의 청소년으로 구성된 50~120명 규모의 청소년 단체며, 다음달 24일까지 선착순 25개 단체를 모집한다.  참가 단체는 올해 12월까지 도 청소년야영장과 인근 환경프로그램 운영기관에서 진행하는 다양한 견학·체험 프로그램에 참가하게 된다.  프로그램은 ▲경기 동부 지역의 환경관련 기관인 경안천 습지 생태공원, 세미원, 경안 공공 하수처리장 등 견학 ▲조를 이뤄 환경미션을 수행하는 ‘생태베이스 활동’ ▲나뭇가지를 이용해 액자를 만들어 보는 ‘자연공작 프로그램’ ▲수질 정화키트를 직접 제작하고 정화 과정을 관찰하는 ‘수질환경 교육프로그램’ 등으로 구성 돼 있다.  참가비용은 초등학생 4000원, 중학생 4300원, 고등학생 4500원, 대학생(만 24세 이하) 5000원, 성인(만 25세 이상) 6000원이다.  도 청소년야영장은 이동에 필요한 버스, 참가자 보험료, 강사비, 환경프로그램 교육 재료 등을 지원할 예정이다.  참가 신청은 경기도청소년야영장 홈페이지(www.wscamp.kr)에서 신청서를 내려 받아 이메일(adensefog@ggyc.kr)로 접수하면 된다.  기타 자세한 문의사항은 도 청소년야영장 교육운영팀(031-763-9140~9141)으로 문의하면 안내 받을 수 있다.  수원=강영한 기자 gnews12@"
2017-02-19,"경기도청소년야영장은 ‘2017 환경체험교육 즐거운 에코여행’에 참가할 청소년 단체를 모집한다고 19일 밝혔다.  환경체험교육 에코여행은 청소년들이 자연과 교감하며 환경보호의 중요성을 인식하고 친환경 감수성을 키우고자 마련됐다.  신청 대상은 도내 초등학생 이상의 청소년으로 구성된 50~120명 규모의 청소년 단체며, 3월 24일까지 선착순 25개 단체를 모집한다.  프로그램은 △경기 동부 지역의 환경 관련 기관인 경안천 습지 생태공원, 세미원, 경안 공공 하수처리장 등 견학 △조를 이뤄 환경미션을 수행하는 ‘생태베이스 활동’△나뭇가지를 이용해 액자를 만들어 보는 ‘자연공작 프로그램’ △수질 정화키트를 직접 제작하고 정화 과정을 관찰하는 ‘수질환경 교육프로그램’ 등으로 구성된다. 참가비는 초등학생 4,000원, 중학생 4,300원, 고등학생 4,500원, 대학생(만 24세 이하) 5,000원, 성인(만 25세 이상) 6,000원이다. 참가 신청 등 자세한 사항은 경기도청소년야영장 홈페이지(www.wscamp.kr)를 참조하면 된다 ."
2017-02-08,"해마다 우리나라에서 겨울을 나는 새 가운데 큰고니는 가장 크고 기품 있다. 게다가 대도시 근처인 경기도 팔당에서도 화사한 모습을 볼 수 있다. 큰고니는 평소 넓은 호수나 강가 얕은 물에서 긴 목을 이용해 자맥질하여 물속 식물을 뜯어 먹는다. 그러나 날씨가 추워져 호수나 강이 얼면 여울이 있는 곳으로 이동한다. 팔당이 그런 곳이다.  지난달 말께 매서운 한파가 몰려오자 여울 때문에 물이 얼지 않는 팔당으로 큰고니 400여마리가 속속 몰려들었다. 가까운 거리에서 큰고니를 관찰할 좋은 기회다. 팔당을 찾는 큰고니는 주로 경안천과 양수리 두물머리 주변에서 생활하고 환경 변화에 따라 자리를 바꾸지만 주 서식지이자 잠자리는 팔당이다.집합, 경고, 위협, 비상, 사랑의 소리…    평화로운 동물이지만 가끔 영역싸움서로 날개와 목 추어올리며 힘자랑    몸무게는 8~12㎏으로 꽤 무거워 수면 박차고 수십m 달려야 겨우 이륙    큰고니는 가족 사이에 강한 유대관계를 유지하기 때문에 대부분 가족 단위로 무리를 이룬다. 이렇게 해야 위협 요인에 빠르게 대처할 수 있다. 큰고니는 특히 집합, 경고, 위협, 위험, 비상, 사랑을 표현하는 다양한 소리언어와 몸짓언어를 구사한다. 그 덕분에 질서정연한 행동과 의사소통이 가능하다.  큰고니는 평화로운 동물이지만 가끔 영역싸움이 벌어지기도 한다. 이때 양쪽은 서로 마주 보고 날개를 들어 올린 채 목을 추어올리며 힘을 과시한다. 이렇게 해서 결판이 나지 않으면 커다란 몸집으로 물보라를 일으키며 상대에게 무섭게 돌진한다. 당장에라도 죽일 듯이 달려들지만 대부분은 한쪽이 기세에 눌려 맥없이 끝난다.  새끼가 있는 큰고니는 새끼를 보호하기 위해 무리와 떨어져 있다. 회색빛의 어린 큰고니는 어미 곁을 한시도 떠나지 않고 졸졸 따라다닌다. 덩치는 어미만큼 크지만 경험이 부족한 어린 새끼는 처음 접하는 낯선 환경과 겨울나기가 힘겹다. 특히 어미는 새끼 고니가 날아오르느라 불필요한 힘을 소비하지 않도록 안전한 자리를 차지하는 등 세심한 배려를 기울인다.  큰고니의 몸무게는 8~12㎏으로 꽤 무겁다. 이런 몸을 띄우려면 수면을 박차고 수십m를 힘겹게 달려야 한다. 육중한 비행기가 이륙하는 모습과 비슷하다. 그래서 다급한 위협 요인이 없는 한 잘 날아오르려 하지 않는다. 사람으로부터 먼 곳에 자리 잡는 이유이기도 하다. 큰고니가 날지 않아도 되도록 거리를 유지하며 교란을 줄이는 것도 탐조의 매너다.  글·사진 윤순영/한국야생조류보호협회 이사장, 한겨레 환경생태 웹진 <물바람숲> 필자"
2017-02-07,"농협 광주시지부(지부장 유병철)는 지난 4일 광주시 청석공원에서 새해 각오를 다지는 ‘2017 사업추진결의와 윤리경영 실천 다짐’행사를 가졌다.  시지부 직원 30여 명은 이날 2017 사업추진결의와 함께 윤리경영 실천 결의문을 낭독하며 변화와 혁신으로 농업인에게 풍요로운 미래를, 고객에게는 최고의 가치를 제공하기 위해 ‘청렴한 농협·신뢰받는 농협’ 구현에 앞장설 것을 다짐했다.  이어 직원들은 경안천을 시작으로 목현동, 퇴촌, 오포방향 등 3개조로 편성해 쓰레기 수거 등 환경정화 봉사활동도 펼쳤다.  유병철 지부장은 “클린광주 실현과 지역사회에 조금이나마 도움이 되고자 매년 환경정화활동을 펼치고 있다”며 “앞으로도 더 다양한 봉사 활동을 펼치기 위해 농업·농촌 및 지역사회와 함께 하는 공익적 역할에 최선을 다하겠다”고 말했다.  광주=한상훈기자"
2017-02-02,"[중도일보] 시 랜드마크 용역 착수 보고회 개최    1일 광주시 역동IC일대를 시 중심 랜드마크 개발을 위한 도시개발구역 지정및 개발계획 수립 용역착수 보고회를 개최했다.    이번 역동 28-3번지 일원 자연녹지지역 (29,448㎡) 개발사업 검토를 위한 용역착수가 실시되어 앞으로 사업이 가시와 될 전망이다.    현재 이 지역은 도시계획시설에서 해제된 상태에서 개발행위허가 제한지역으로 결정돼, 체계적이고 합리적인 도시개발지역으로 거듭나게 된다.    이를 위해 시는 ""역동IC지구 도시개발구역 지정 및 개발계획 수립 용역""을 통해 난개발을 방지하고 중심 시가지와 연계한 계획적인 개발과 더불어 역동사거리 주변 교통정체난도 해소한다는 계획이다.    한편 시는 사업타당성 검토를 통한 다양한 개발방안을 검토하고 개발방향 및 사업방식을 결정하여 올 하반기까지 개발계획을 수립과 함께 2020년까지 사업 완료를 끝낸다는 방침이다.    아울러, 시는 ""이번 역동IC지구의 개발이 완료되면 주변의 경안천 및 청석공원과 연계된 개발사업과 차별화된 컨셉을 가진 광주 시가지 중심의 랜드마크로 조성"" 될 것으로 기대하고 있다.    이날 조억동시장은 ""역동IC지구는 2002년 주차장 및 근린광장으로 결정 된 이후 2015년 해제됨에 따라 장기간 주민 재산권 행사에 제약이 있었던 지역""이라면서 ""市는 광주시의 중심 랜드마크가 되는 획기적인 개발 컨셉을 마련하여, 역동사거리 교통정체 문제 해소와 더불어 신속한 사업 추진을 위해 행정력을 지원하겠다""고 밝혔다.      이인국 기자 kuk15@naver.com"
2017-02-01,"경기 광주시는 역동 자연녹지지역(2만 9448㎡) 개발사업 검토를 위한 ‘역동IC지구 도시개발구역 지정 및 개발계획 수립 용역’ 착수 보고회를 가졌다고 1일 밝혔다. 역동IC 일원은 도시계획시설에서 해제되고 개발행위허가제한지역이라 체계적이고 합리적인 도시개발이 필요하다. 광주시는 이번 용역을 통해 난개발을 방지하고 중심 시가지와 연계해 개발하는 한편 역동사거리 주변 교통정체난도 해소할 수 있는 방안을 추진한다. 광주시는 다양한 개발방안을 검토하고 개발방향 및 사업방식을 결정해 올 하반기까지 개발계획을 수립, 2020년 사업 완료를 목표로 추진할 방침이다. 광주시는 역동IC지구의 개발이 완료되면 주변의 경안천 및 청석공원과 연계된 개발사업과 차별화된 콘셉트를 가진 광주 중심의 랜드마크가 될 것으로 기대한다. 조억동 광주시장은 “역동IC지구는 2002년 주차장 및 근린광장으로 결정된 이후 2015년 해제됨에 따라 장기간 주민 재산권 행사에 제약이 있던 지역”이라며 “토지주에게 합리적이고 광주의 랜드마크가 되는 획기적인 개발 콘셉트를 마련해 역동사거리 교통정체 문제 해소와 더불어 조속히 사업이 추진될 수 있도록 힘쓸 것”이라고 말했다. 신동원 기자 asadal@seoul.co.kr"
2017-02-01,"-도시개발구역 지정 및 개발계획 수립 용역 착수 보고회 개최  [헤럴드경제=박준환(광주)기자] 경기도 광주시(시장 조억동)는 역동 28-3번지 일원 자연녹지지역 2만9448㎡에 대해 개발사업 검토를 위한 ‘역동IC지구 도시개발구역 지정 및 개발계획 수립 용역’ 착수 보고회를 가졌다고 1일 밝혔다.  역동IC일원은 현재 도시계획시설에서 해제되고 개발행위허가제한지역으로 결정돼 있어 체계적이고 합리적인 도시개발이 필요한 실정이다.   이를 위해 시는 ‘역동IC지구 도시개발구역 지정 및 개발계획 수립 용역’을 통해 난개발을 방지하고 중심시가지와 연계한 계획적인 개발과 더불어 역동사거리 주변 교통난도 해소할 수 있는 방안을 함께 마련할 계획이다.  앞으로 시는 사업타당성 검토를 통한 다양한 개발방안을 검토하고 개발방향 및 사업방식을 결정하여 2017년 하반기까지 개발계획을 수립, 2020년 사업 완료를 목표로 추진할 방침이다.  시는 역동IC지구의 개발이 완료되면 주변의 경안천 및 청석공원과 연계된 개발사업과 차별화된 컨셉을 가진 광주 시가지 중심의 랜드마크로 조성될 것으로 기대하고 있다.  착수보고회에서 조억동 시장은 “역동IC지구는 2002년 주차장 및 근린광장으로 결정된 이후 2015년 해제됨에 따라 장기간 주민 재산권 행사에 제약이 있던 지역”이라며 “토지주에게 합리적이고 市는 광주시의 중심 랜드마크가 되는 획기적인 개발 컨셉을 마련하여, 역동사거리 교통정체 문제 해소와 더불어 조속히 사업이 추진될 수 있도록 힘써 줄 것”을 당부했다.  pjh@heraldcorp.com"
2017-02-01,"안양∼성남 고속도로와 성남∼장호원 국도가 올해 안에 개통되면 인천공항에서 원주까지 94분만에 이동할 수 있게 된다. 1일 서울지방국토관리청이 확정 발표한 올해 업무계획에 따르면 평창동계올림픽 개최지 접근성 개선을 위해 안양∼성남 민자고속도로(21.8㎞)와 성남∼장호원 국도 전 구간(41㎞)을 올해 하반기에 연계 개통할 계획이다. 이들 도로가 연결되면 인천공항에서 원주까지 운행거리는 167㎞에서 143.6㎞로 23.4㎞ 줄고, 이동시간은 135분에서 94분으로 41분 단축된다. 종전 인천대교∼제2경인∼영동고속도로로 이용하던 최단 경로가 광주(경기)∼원주 제2영동고속도로로 변경되기 때문이다. 경기북부 간선도로망인 연천∼신탄리(10.7㎞), 퇴계원∼진접(11.4㎞), 설악∼청평(3.9㎞) 등도 연내 준공한다. 신규 사업으로 경기남서부 지·정체 해소를 위해 공도∼대덕(3.7㎞), 평택∼오산(1.8㎞), 팔탄∼봉담(5.2㎞) 등 3개 구간은 상반기에, 팔당대교∼와부(7.1㎞), 청북∼요당(3.8㎞), 누산∼제촌(1.8㎞) 등 3개 구간은 하반기에 각각 착공한다. 앞서 국토교통부는 평택~시흥 고속도로와 봉담~동탄 고속도로를 잇는 봉담~송산 고속도로 건설을 승인했다. 총 사업비 6천911억원이 투입되는 봉담∼송산 고속도로는 왕복 4차로 18.3㎞ 구간으로 올해 5월 착공해 2021년 개통이 목표다. 이 구간이 완공되면 이천∼오산 고속도로와 연계해 수도권 제2외곽순환고속도로의 남측 노선이 완성된다. ┃그래픽 참조 화성∼오산∼용인∼이천을 직접 연결하는 고속도로축이 신설되는 만큼 수도권 남부지역 발전에 기여할 것으로 기대된다. 화성시 마도산업단지와 직접 연결하는 마도 나들목(IC) 등 4개의 나들목이 설치될 예정이다. 아울러 홍수피해 예방과 친수·여가 공간 조성을 위해 하천정비 등에도 약 1천300억원을 투입한다. 경안천(서하)·청미천(점동)·문산천(월롱)·복하천(효지·다대) 등 국가하천 4개 지구 정비사업을 올해 준공하고 수도권 홍수취약지역 치수정비를 위해 임진강, 공릉천, 진위천, 한강(팔당), 오산천(오산), 안성천(군문·안성) 등 6개 지구 정비사업을 올해 안에 발주 또는 착공한다. 세종/전병찬기자 bychan@kyeongin.com"
2017-01-23,"15. 경기 광주시 초월읍 서하리마을 노을 아름다운 마을 착안 방치된 마을 새롭게 정비 1차.2차 구간으로 나눠 담장개선 등 쉼터 조성   경기도 광주시 초월읍 서하리 주민쉼터 경기도 광주시 초월읍 서하리 토마토마을 입구 경기도 광주시 초월읍 서하리는 대한민국 근현대사의 중요 인물인 해공 신익희 선생 생가(경기도 기념물 제134호)가 있는 역사 깊은 지역입니다.  마을 옆으로 경안천이 흐르고 이 물줄기로 인하여 안개가 자주 끼는 자연경관이 아름다운 곳으로 그 형태가 마치 누각 같아, 예로부터 '사마루'라고 불렸습니다. 지금은 이 마을의 저녁노을이 너무도 아름다워 '서쪽하늘에 지는 아름다운 노을'이라는 뜻으로 서하리라는 마을 이름이 전해졌습니다.  그러나 자연경관이 아름다운 이곳은 한동안 방치돼 자연경관을 저해하는 원색의 지붕과 무너진 담장, 산만하고 지저분한 마을입구 등 신익희 생가가 있음에도 불구하고 관리되지 못했습니다.  이에 광주시에서는 마을의 역사와 지역적 특성이 묻어나는 곳으로 재탄생될 수 있도록 1차구간은 신익희를 테마로, 2차구간은 마을의 특산물인 토마토를 테마로 원색의 지붕색상 개선, 담장 개선, 스토리텔링 담장, 주민쉼터를 조성하는 등 지역의 정체성과 주민의 의견을 반영했습니다.  또한 중앙대학교 디자인학부 학생들과 교수, 마을 주민, 공무원이 재능기부를 통해 다함께 마을입구 벽화작업도 진행했습니다.   광주시청 주택과 황윤경 주무관(사진.yuneety@korea.kr)은 ""방치된 지역의 역사적 가치를 재발견 한다는 의미로부터, 마을의 유래와 인물을 활용해 디자인에 문화적 가치를 도입했다""고 설명했습니다.  정규상 공공디자인학회장"
